label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label534,0.49,0.49,0.487,0.494,0.489,-0.019,0.496,0.489
label535,0.445,0.444,0.442,0.448,0.443,-0.11,0.432,0.447
label536,0.503,0.504,0.435,0.571,0.467,0.007,0.476,0.489
label537,0.477,0.477,0.474,0.481,0.476,-0.045,0.477,0.478
label538,0.497,0.497,0.571,0.422,0.532,-0.007,0.486,0.475
label539,0.474,0.474,0.474,0.474,0.474,-0.052,0.439,0.458
label540,0.5,0.5,0.461,0.539,0.48,0,0.514,0.504
label541,0.536,0.537,0.513,0.558,0.525,0.072,0.532,0.568
label542,0.464,0.464,0.461,0.468,0.463,-0.071,0.439,0.453
label543,0.523,0.526,0.455,0.591,0.488,0.046,0.503,0.523
label544,0.542,0.544,0.526,0.558,0.535,0.084,0.532,0.506
label545,0.542,0.541,0.552,0.532,0.547,0.084,0.53,0.533
label546,0.429,0.427,0.416,0.442,0.421,-0.143,0.401,0.423
label547,0.442,0.444,0.468,0.416,0.456,-0.117,0.426,0.437
label548,0.461,0.466,0.539,0.383,0.5,-0.079,0.422,0.443
label549,0.438,0.442,0.468,0.409,0.454,-0.124,0.438,0.457
label550,0.503,0.503,0.494,0.513,0.498,0.006,0.491,0.516
label551,0.506,0.507,0.468,0.545,0.486,0.013,0.509,0.515
label552,0.49,0.49,0.5,0.481,0.495,-0.019,0.504,0.508
label553,0.481,0.48,0.461,0.5,0.47,-0.039,0.462,0.477
label554,0.5,0.5,0.513,0.487,0.506,0,0.467,0.456
label555,0.425,0.432,0.474,0.377,0.452,-0.15,0.415,0.463
label556,0.519,0.519,0.526,0.513,0.523,0.039,0.548,0.536
label557,0.494,0.493,0.481,0.506,0.487,-0.013,0.513,0.52
label558,0.529,0.529,0.539,0.519,0.534,0.058,0.51,0.5
label559,0.477,0.478,0.494,0.461,0.486,-0.045,0.449,0.463
label560,0.549,0.542,0.623,0.474,0.58,0.099,0.563,0.542
label561,0.455,0.459,0.513,0.396,0.485,-0.092,0.45,0.46
label562,0.526,0.525,0.545,0.506,0.535,0.052,0.52,0.509
label563,0.497,0.497,0.565,0.429,0.529,-0.007,0.477,0.462
label564,0.468,0.464,0.416,0.519,0.438,-0.065,0.478,0.523
label565,0.481,0.482,0.532,0.429,0.506,-0.039,0.498,0.522
label566,0.474,0.472,0.442,0.506,0.456,-0.052,0.472,0.519
label567,0.458,0.46,0.481,0.435,0.47,-0.085,0.467,0.472
label568,0.529,0.534,0.455,0.604,0.491,0.059,0.497,0.487
label569,0.575,0.577,0.558,0.591,0.568,0.149,0.566,0.552
label570,0.519,0.522,0.455,0.584,0.486,0.039,0.503,0.507
label571,0.464,0.464,0.461,0.468,0.463,-0.071,0.434,0.455
label572,0.519,0.519,0.545,0.494,0.532,0.039,0.505,0.486
label573,0.49,0.492,0.597,0.383,0.54,-0.02,0.497,0.51
label574,0.461,0.458,0.429,0.494,0.443,-0.078,0.461,0.474
label575,0.477,0.476,0.448,0.506,0.462,-0.046,0.459,0.476
label576,0.562,0.56,0.578,0.545,0.569,0.123,0.557,0.52
label577,0.464,0.463,0.448,0.481,0.455,-0.071,0.447,0.47
label578,0.474,0.474,0.481,0.468,0.477,-0.052,0.435,0.458
label579,0.503,0.503,0.468,0.539,0.485,0.007,0.507,0.516
label580,0.5,0.5,0.519,0.481,0.51,0,0.469,0.487
label581,0.51,0.509,0.578,0.442,0.541,0.02,0.499,0.487
label582,0.532,0.535,0.494,0.571,0.514,0.065,0.513,0.491
label583,0.545,0.545,0.552,0.539,0.548,0.091,0.557,0.522
label584,0.477,0.477,0.481,0.474,0.479,-0.045,0.482,0.496
label585,0.461,0.455,0.39,0.532,0.42,-0.079,0.445,0.468
label586,0.506,0.507,0.494,0.519,0.5,0.013,0.499,0.52
label587,0.481,0.479,0.455,0.506,0.467,-0.039,0.483,0.503
label588,0.468,0.47,0.506,0.429,0.488,-0.065,0.478,0.496
label589,0.455,0.447,0.383,0.526,0.413,-0.092,0.416,0.461
label590,0.474,0.476,0.506,0.442,0.491,-0.052,0.432,0.438
label591,0.416,0.41,0.383,0.448,0.396,-0.169,0.394,0.419
label592,0.435,0.429,0.39,0.481,0.408,-0.13,0.429,0.466
label593,0.425,0.412,0.351,0.5,0.379,-0.151,0.404,0.445
label594,0.432,0.436,0.468,0.396,0.451,-0.137,0.404,0.432
label595,0.429,0.429,0.429,0.429,0.429,-0.143,0.414,0.438
label596,0.445,0.451,0.513,0.377,0.48,-0.111,0.41,0.448
label597,0.523,0.52,0.584,0.461,0.55,0.046,0.473,0.476
label598,0.481,0.484,0.571,0.39,0.524,-0.04,0.475,0.472
label599,0.429,0.435,0.474,0.383,0.453,-0.143,0.438,0.442
label600,0.519,0.519,0.532,0.506,0.526,0.039,0.5,0.49
label601,0.455,0.451,0.416,0.494,0.432,-0.091,0.446,0.479
label602,0.474,0.472,0.442,0.506,0.456,-0.052,0.449,0.447
label603,0.545,0.547,0.532,0.558,0.539,0.091,0.577,0.574
label604,0.526,0.526,0.519,0.532,0.523,0.052,0.514,0.511
label605,0.549,0.547,0.565,0.532,0.556,0.097,0.563,0.542
label606,0.545,0.551,0.494,0.597,0.521,0.091,0.539,0.522
label607,0.468,0.463,0.403,0.532,0.431,-0.065,0.474,0.481
label608,0.516,0.518,0.474,0.558,0.495,0.033,0.509,0.557
label609,0.484,0.484,0.506,0.461,0.495,-0.033,0.493,0.506
label610,0.438,0.444,0.494,0.383,0.468,-0.124,0.416,0.438
label611,0.519,0.524,0.429,0.61,0.471,0.04,0.499,0.509
label612,0.526,0.522,0.63,0.422,0.571,0.053,0.523,0.505
label613,0.445,0.444,0.442,0.448,0.443,-0.11,0.439,0.445
label614,0.503,0.504,0.403,0.604,0.448,0.007,0.507,0.529
label615,0.532,0.534,0.506,0.558,0.52,0.065,0.544,0.526
label616,0.461,0.458,0.429,0.494,0.443,-0.078,0.459,0.47
label617,0.442,0.443,0.455,0.429,0.449,-0.117,0.391,0.422
label618,0.536,0.541,0.474,0.597,0.505,0.072,0.506,0.511
label619,0.445,0.453,0.526,0.364,0.486,-0.112,0.413,0.439
label620,0.481,0.477,0.403,0.558,0.437,-0.039,0.476,0.504
label621,0.464,0.466,0.487,0.442,0.476,-0.072,0.435,0.472
label622,0.445,0.441,0.416,0.474,0.428,-0.111,0.401,0.432
label623,0.432,0.432,0.435,0.429,0.434,-0.136,0.416,0.451
label624,0.477,0.475,0.435,0.519,0.454,-0.046,0.513,0.519
label625,0.526,0.523,0.597,0.455,0.558,0.052,0.52,0.5
label626,0.474,0.478,0.565,0.383,0.518,-0.053,0.443,0.442
label627,0.477,0.476,0.455,0.5,0.465,-0.046,0.464,0.463
label628,0.494,0.494,0.539,0.448,0.516,-0.013,0.468,0.468
label629,0.484,0.484,0.487,0.481,0.485,-0.032,0.499,0.56
label630,0.422,0.432,0.494,0.351,0.461,-0.157,0.383,0.409
label631,0.471,0.466,0.403,0.539,0.432,-0.059,0.453,0.504
label632,0.49,0.491,0.539,0.442,0.514,-0.02,0.496,0.5
label633,0.425,0.43,0.461,0.39,0.445,-0.15,0.433,0.442
label634,0.487,0.486,0.435,0.539,0.459,-0.026,0.492,0.514
label635,0.575,0.571,0.604,0.545,0.587,0.15,0.592,0.573
label636,0.471,0.474,0.532,0.409,0.502,-0.059,0.467,0.473
label637,0.49,0.491,0.552,0.429,0.52,-0.02,0.477,0.487
label638,0.455,0.457,0.487,0.422,0.472,-0.091,0.455,0.468
label639,0.445,0.447,0.461,0.429,0.454,-0.11,0.404,0.441
label640,0.487,0.488,0.506,0.468,0.497,-0.026,0.517,0.507
label641,0.403,0.406,0.422,0.383,0.414,-0.195,0.392,0.436
label642,0.575,0.58,0.539,0.61,0.559,0.15,0.544,0.518
label643,0.516,0.516,0.532,0.5,0.524,0.032,0.508,0.509
label644,0.455,0.456,0.474,0.435,0.465,-0.091,0.44,0.448
label645,0.487,0.489,0.565,0.409,0.524,-0.026,0.461,0.482
label646,0.471,0.475,0.565,0.377,0.516,-0.06,0.476,0.492
label647,0.429,0.419,0.37,0.487,0.393,-0.144,0.404,0.46
label648,0.458,0.459,0.468,0.448,0.463,-0.084,0.443,0.446
label649,0.503,0.503,0.494,0.513,0.498,0.006,0.502,0.519
label650,0.468,0.463,0.403,0.532,0.431,-0.065,0.459,0.525
label651,0.484,0.482,0.442,0.526,0.461,-0.033,0.473,0.481
label652,0.5,0.5,0.526,0.474,0.513,0,0.464,0.463
label653,0.471,0.47,0.461,0.481,0.466,-0.058,0.459,0.479
label654,0.532,0.53,0.578,0.487,0.553,0.065,0.499,0.473
label655,0.51,0.509,0.532,0.487,0.521,0.02,0.517,0.512
label656,0.487,0.485,0.422,0.552,0.451,-0.026,0.474,0.495
label657,0.503,0.503,0.571,0.435,0.535,0.007,0.489,0.497
label658,0.409,0.41,0.416,0.403,0.413,-0.182,0.414,0.425
label659,0.419,0.411,0.377,0.461,0.393,-0.163,0.407,0.45
label660,0.461,0.461,0.461,0.461,0.461,-0.078,0.415,0.438
label661,0.503,0.503,0.526,0.481,0.514,0.007,0.466,0.466
label662,0.432,0.432,0.435,0.429,0.434,-0.136,0.423,0.442
label663,0.458,0.458,0.455,0.461,0.456,-0.084,0.457,0.462
label664,0.451,0.453,0.474,0.429,0.463,-0.098,0.438,0.442
label665,0.451,0.45,0.442,0.461,0.446,-0.097,0.453,0.483
label666,0.49,0.491,0.513,0.468,0.502,-0.02,0.478,0.504
label667,0.51,0.51,0.494,0.526,0.502,0.019,0.522,0.505
label668,0.477,0.479,0.519,0.435,0.498,-0.046,0.5,0.488
label669,0.468,0.467,0.461,0.474,0.464,-0.065,0.453,0.457
label670,0.477,0.479,0.506,0.448,0.492,-0.046,0.453,0.456
label671,0.523,0.528,0.422,0.623,0.469,0.046,0.479,0.492
label672,0.445,0.446,0.455,0.435,0.45,-0.11,0.409,0.433
label673,0.471,0.47,0.455,0.487,0.462,-0.058,0.434,0.454
label674,0.481,0.474,0.351,0.61,0.403,-0.04,0.482,0.485
label675,0.503,0.503,0.539,0.468,0.52,0.007,0.496,0.474
label676,0.552,0.546,0.617,0.487,0.579,0.105,0.539,0.55
label677,0.5,0.5,0.487,0.513,0.493,0,0.502,0.507
label678,0.529,0.53,0.513,0.545,0.521,0.058,0.534,0.512
label679,0.49,0.49,0.455,0.526,0.471,-0.02,0.485,0.474
label680,0.494,0.493,0.487,0.5,0.49,-0.013,0.449,0.484
label681,0.477,0.477,0.468,0.487,0.472,-0.045,0.482,0.481
label682,0.51,0.511,0.448,0.571,0.478,0.02,0.525,0.518
label683,0.451,0.445,0.396,0.506,0.419,-0.098,0.467,0.465
label684,0.458,0.461,0.5,0.416,0.48,-0.085,0.434,0.459
label685,0.494,0.493,0.481,0.506,0.487,-0.013,0.499,0.484
label686,0.445,0.445,0.448,0.442,0.447,-0.11,0.446,0.455
label687,0.412,0.408,0.39,0.435,0.399,-0.176,0.379,0.412
label688,0.532,0.529,0.591,0.474,0.558,0.065,0.496,0.496
label689,0.481,0.482,0.526,0.435,0.503,-0.039,0.461,0.454
label690,0.484,0.483,0.474,0.494,0.479,-0.032,0.477,0.525
label691,0.487,0.487,0.5,0.474,0.494,-0.026,0.496,0.524
label692,0.529,0.535,0.442,0.617,0.484,0.059,0.57,0.591
label693,0.5,0.5,0.474,0.526,0.487,0,0.491,0.493
label694,0.468,0.47,0.5,0.435,0.484,-0.065,0.45,0.473
label695,0.552,0.553,0.545,0.558,0.549,0.104,0.525,0.53
label696,0.484,0.486,0.545,0.422,0.514,-0.033,0.504,0.513
label697,0.503,0.503,0.591,0.416,0.543,0.007,0.475,0.482
label698,0.51,0.51,0.494,0.526,0.502,0.019,0.506,0.477
label699,0.451,0.457,0.513,0.39,0.483,-0.098,0.447,0.47
label700,0.539,0.537,0.571,0.506,0.553,0.078,0.528,0.509
label701,0.519,0.516,0.623,0.416,0.565,0.04,0.507,0.496
label702,0.494,0.494,0.558,0.429,0.524,-0.013,0.475,0.493
label703,0.552,0.556,0.519,0.584,0.537,0.104,0.567,0.523
label704,0.464,0.465,0.468,0.461,0.466,-0.071,0.426,0.448
label705,0.523,0.53,0.403,0.643,0.458,0.047,0.544,0.53
label706,0.519,0.517,0.578,0.461,0.546,0.039,0.519,0.513
label707,0.487,0.486,0.442,0.532,0.463,-0.026,0.48,0.471
label708,0.516,0.52,0.422,0.61,0.466,0.033,0.511,0.497
label709,0.468,0.463,0.409,0.526,0.434,-0.065,0.46,0.472
label710,0.503,0.503,0.474,0.532,0.488,0.007,0.517,0.511
label711,0.49,0.49,0.461,0.519,0.475,-0.02,0.45,0.478
label712,0.464,0.47,0.558,0.37,0.51,-0.073,0.462,0.463
label713,0.461,0.464,0.5,0.422,0.481,-0.078,0.469,0.465
label714,0.503,0.503,0.494,0.513,0.498,0.006,0.499,0.516
label715,0.494,0.494,0.494,0.494,0.494,-0.013,0.512,0.515
label716,0.451,0.447,0.409,0.494,0.427,-0.098,0.398,0.44
label717,0.549,0.542,0.63,0.468,0.583,0.099,0.538,0.507
label718,0.513,0.51,0.643,0.383,0.569,0.027,0.528,0.504
label719,0.445,0.45,0.5,0.39,0.474,-0.111,0.424,0.448
label720,0.494,0.494,0.558,0.429,0.524,-0.013,0.461,0.463
label721,0.558,0.556,0.584,0.532,0.57,0.117,0.544,0.529
label722,0.458,0.465,0.558,0.357,0.507,-0.086,0.459,0.457
label723,0.38,0.379,0.377,0.383,0.378,-0.24,0.339,0.418
label724,0.416,0.426,0.487,0.344,0.455,-0.171,0.413,0.448
label725,0.545,0.537,0.662,0.429,0.593,0.093,0.537,0.525
label726,0.555,0.558,0.532,0.578,0.545,0.111,0.57,0.549
label727,0.513,0.515,0.455,0.571,0.483,0.026,0.505,0.512
label728,0.5,0.5,0.448,0.552,0.473,0,0.488,0.477
label729,0.477,0.479,0.526,0.429,0.502,-0.046,0.464,0.488
label730,0.51,0.511,0.468,0.552,0.488,0.02,0.522,0.537
label731,0.519,0.516,0.617,0.422,0.562,0.04,0.518,0.491
label732,0.474,0.47,0.403,0.545,0.434,-0.052,0.454,0.462
label733,0.523,0.526,0.461,0.584,0.491,0.046,0.527,0.554
label734,0.481,0.483,0.565,0.396,0.521,-0.04,0.494,0.471
label735,0.597,0.593,0.623,0.571,0.608,0.195,0.605,0.56
label736,0.458,0.461,0.5,0.416,0.48,-0.085,0.455,0.453
label737,0.519,0.521,0.487,0.552,0.503,0.039,0.535,0.527
label738,0.516,0.517,0.487,0.545,0.502,0.033,0.528,0.541
label739,0.487,0.488,0.526,0.448,0.506,-0.026,0.472,0.474
label740,0.471,0.467,0.416,0.526,0.44,-0.059,0.461,0.447
label741,0.484,0.484,0.487,0.481,0.485,-0.032,0.447,0.465
label742,0.549,0.554,0.5,0.597,0.526,0.098,0.545,0.509
label743,0.536,0.536,0.526,0.545,0.531,0.071,0.505,0.489
label744,0.484,0.48,0.396,0.571,0.434,-0.033,0.492,0.48
label745,0.523,0.523,0.513,0.532,0.518,0.045,0.527,0.504
label746,0.455,0.46,0.519,0.39,0.488,-0.092,0.454,0.469
label747,0.471,0.472,0.5,0.442,0.486,-0.059,0.446,0.453
label748,0.513,0.515,0.442,0.584,0.476,0.026,0.507,0.526
label749,0.526,0.526,0.519,0.532,0.523,0.052,0.521,0.52
label750,0.448,0.438,0.364,0.532,0.397,-0.105,0.446,0.483
label751,0.484,0.486,0.565,0.403,0.523,-0.033,0.479,0.49
label752,0.545,0.548,0.519,0.571,0.533,0.091,0.529,0.497
label753,0.481,0.478,0.422,0.539,0.448,-0.039,0.449,0.46
label754,0.451,0.446,0.403,0.5,0.423,-0.098,0.445,0.461
label755,0.51,0.512,0.416,0.604,0.459,0.02,0.511,0.52
label756,0.445,0.442,0.422,0.468,0.432,-0.111,0.48,0.54
label757,0.5,0.5,0.474,0.526,0.487,0,0.496,0.479
label758,0.513,0.51,0.636,0.39,0.566,0.027,0.519,0.495
label759,0.484,0.487,0.591,0.377,0.534,-0.033,0.489,0.492
label760,0.49,0.491,0.513,0.468,0.502,-0.02,0.475,0.455
label761,0.497,0.497,0.461,0.532,0.478,-0.007,0.499,0.484
label762,0.497,0.497,0.623,0.37,0.553,-0.007,0.475,0.457
label763,0.49,0.49,0.461,0.519,0.475,-0.02,0.498,0.524
