label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label,0.88,0.952,0.8,0.96,0.87,0.77,0.931,0.955
label0,0.6,0.609,0.56,0.64,0.583,0.201,0.645,0.588
label1,0.54,0.538,0.56,0.52,0.549,0.08,0.509,0.502
label2,0.34,0.367,0.44,0.24,0.4,-0.327,0.371,0.428
label3,0.38,0.385,0.4,0.36,0.392,-0.24,0.28,0.366
label4,0.46,0.462,0.48,0.44,0.471,-0.08,0.461,0.434
label5,0.66,0.7,0.56,0.76,0.622,0.327,0.646,0.573
label6,0.54,0.542,0.52,0.56,0.531,0.08,0.558,0.49
label7,0.56,0.56,0.56,0.56,0.56,0.12,0.534,0.478
label8,0.48,0.483,0.56,0.4,0.519,-0.041,0.434,0.541
label9,0.58,0.571,0.64,0.52,0.604,0.161,0.504,0.471
label10,0.64,0.64,0.64,0.64,0.64,0.28,0.632,0.608
label11,0.66,0.654,0.68,0.64,0.667,0.32,0.686,0.691
label12,0.44,0.448,0.52,0.36,0.481,-0.122,0.386,0.406
label13,0.48,0.478,0.44,0.52,0.458,-0.04,0.506,0.586
label14,0.52,0.52,0.52,0.52,0.52,0.04,0.538,0.539
label15,0.52,0.52,0.52,0.52,0.52,0.04,0.53,0.516
label16,0.48,0.478,0.44,0.52,0.458,-0.04,0.472,0.565
label17,0.48,0.483,0.56,0.4,0.519,-0.041,0.523,0.605
label18,0.44,0.44,0.44,0.44,0.44,-0.12,0.453,0.501
label19,0.44,0.429,0.36,0.52,0.391,-0.122,0.488,0.545
label20,0.46,0.455,0.4,0.52,0.426,-0.081,0.475,0.489
label21,0.18,0.192,0.2,0.16,0.196,-0.641,0.12,0.323
label22,0.56,0.556,0.6,0.52,0.577,0.12,0.454,0.446
label23,0.56,0.56,0.56,0.56,0.56,0.12,0.506,0.465
label24,0.4,0.407,0.44,0.36,0.423,-0.201,0.357,0.403
label25,0.44,0.44,0.44,0.44,0.44,-0.12,0.475,0.479
label26,0.46,0.462,0.48,0.44,0.471,-0.08,0.374,0.402
label27,0.54,0.542,0.52,0.56,0.531,0.08,0.526,0.499
label28,0.36,0.387,0.48,0.24,0.429,-0.288,0.333,0.402
label29,0.52,0.519,0.56,0.48,0.538,0.04,0.506,0.509
label30,0.48,0.481,0.52,0.44,0.5,-0.04,0.474,0.575
label31,0.4,0.4,0.4,0.4,0.4,-0.2,0.342,0.446
label32,0.54,0.545,0.48,0.6,0.511,0.081,0.534,0.488
label33,0.52,0.519,0.56,0.48,0.538,0.04,0.534,0.472
label34,0.32,0.286,0.24,0.4,0.261,-0.365,0.298,0.373
label35,0.46,0.458,0.44,0.48,0.449,-0.08,0.443,0.491
label36,0.54,0.536,0.6,0.48,0.566,0.081,0.594,0.668
label37,0.38,0.406,0.52,0.24,0.456,-0.25,0.422,0.459
label38,0.64,0.63,0.68,0.6,0.654,0.281,0.587,0.54
label39,0.36,0.294,0.2,0.52,0.238,-0.296,0.317,0.415
label40,0.68,0.68,0.68,0.68,0.68,0.36,0.718,0.68
label41,0.38,0.375,0.36,0.4,0.367,-0.24,0.334,0.426
label42,0.5,0.5,0.48,0.52,0.49,0,0.512,0.495
label43,0.5,0.5,0.4,0.6,0.444,0,0.411,0.446
label44,0.5,0.5,0.4,0.6,0.444,0,0.397,0.424
label45,0.38,0.385,0.4,0.36,0.392,-0.24,0.406,0.495
label46,0.56,0.56,0.56,0.56,0.56,0.12,0.491,0.495
label47,0.48,0.476,0.4,0.56,0.435,-0.041,0.413,0.464
label48,0.56,0.571,0.48,0.64,0.522,0.122,0.608,0.583
label49,0.44,0.444,0.48,0.4,0.462,-0.12,0.398,0.42
label50,0.4,0.419,0.52,0.28,0.464,-0.206,0.402,0.443
label51,0.62,0.636,0.56,0.68,0.596,0.242,0.674,0.616
label52,0.4,0.407,0.44,0.36,0.423,-0.201,0.36,0.392
label53,0.44,0.44,0.44,0.44,0.44,-0.12,0.398,0.475
label54,0.52,0.522,0.48,0.56,0.5,0.04,0.48,0.501
label55,0.62,0.615,0.64,0.6,0.627,0.24,0.659,0.595
label56,0.48,0.484,0.6,0.36,0.536,-0.041,0.493,0.562
label57,0.62,0.615,0.64,0.6,0.627,0.24,0.584,0.527
label58,0.46,0.462,0.48,0.44,0.471,-0.08,0.398,0.411
label59,0.4,0.4,0.4,0.4,0.4,-0.2,0.381,0.458
label60,0.46,0.444,0.32,0.6,0.372,-0.083,0.416,0.429
label61,0.46,0.455,0.4,0.52,0.426,-0.081,0.326,0.387
label62,0.4,0.4,0.4,0.4,0.4,-0.2,0.413,0.418
label63,0.54,0.545,0.48,0.6,0.511,0.081,0.411,0.437
label64,0.48,0.481,0.52,0.44,0.5,-0.04,0.427,0.43
label65,0.5,0.5,0.52,0.48,0.51,0,0.435,0.495
label66,0.48,0.481,0.52,0.44,0.5,-0.04,0.405,0.44
label67,0.6,0.593,0.64,0.56,0.615,0.201,0.598,0.586
label68,0.68,0.68,0.68,0.68,0.68,0.36,0.685,0.647
label69,0.6,0.6,0.6,0.6,0.6,0.2,0.658,0.702
label70,0.44,0.448,0.52,0.36,0.481,-0.122,0.325,0.382
label71,0.5,0.5,0.48,0.52,0.49,0,0.442,0.439
label72,0.52,0.522,0.48,0.56,0.5,0.04,0.525,0.514
label73,0.52,0.519,0.56,0.48,0.538,0.04,0.528,0.489
label74,0.56,0.552,0.64,0.48,0.593,0.122,0.566,0.549
label75,0.52,0.522,0.48,0.56,0.5,0.04,0.48,0.462
label76,0.3,0.333,0.4,0.2,0.364,-0.408,0.219,0.348
label77,0.48,0.481,0.52,0.44,0.5,-0.04,0.342,0.39
label78,0.54,0.542,0.52,0.56,0.531,0.08,0.536,0.537
label79,0.6,0.6,0.6,0.6,0.6,0.2,0.578,0.507
label80,0.24,0.29,0.36,0.12,0.321,-0.536,0.224,0.363
label81,0.46,0.458,0.44,0.48,0.449,-0.08,0.52,0.615
label82,0.44,0.452,0.56,0.32,0.5,-0.124,0.435,0.447
label83,0.54,0.55,0.44,0.64,0.489,0.082,0.598,0.518
label84,0.64,0.64,0.64,0.64,0.64,0.28,0.658,0.609
label85,0.52,0.52,0.52,0.52,0.52,0.04,0.496,0.472
label86,0.46,0.455,0.4,0.52,0.426,-0.081,0.546,0.524
label87,0.48,0.478,0.44,0.52,0.458,-0.04,0.461,0.448
label88,0.42,0.409,0.36,0.48,0.383,-0.161,0.35,0.394
label89,0.58,0.591,0.52,0.64,0.553,0.161,0.571,0.545
label90,0.56,0.556,0.6,0.52,0.577,0.12,0.554,0.565
label91,0.56,0.556,0.6,0.52,0.577,0.12,0.538,0.509
label92,0.46,0.462,0.48,0.44,0.471,-0.08,0.344,0.394
label93,0.56,0.556,0.6,0.52,0.577,0.12,0.618,0.663
label94,0.48,0.478,0.44,0.52,0.458,-0.04,0.531,0.495
label95,0.46,0.462,0.48,0.44,0.471,-0.08,0.533,0.539
label96,0.42,0.409,0.36,0.48,0.383,-0.161,0.418,0.42
label97,0.52,0.522,0.48,0.56,0.5,0.04,0.418,0.427
label98,0.42,0.409,0.36,0.48,0.383,-0.161,0.427,0.436
label99,0.38,0.375,0.36,0.4,0.367,-0.24,0.462,0.493
label100,0.44,0.412,0.28,0.6,0.333,-0.127,0.398,0.435
label101,0.58,0.567,0.68,0.48,0.618,0.163,0.581,0.526
label102,0.42,0.423,0.44,0.4,0.431,-0.16,0.44,0.45
label103,0.48,0.478,0.44,0.52,0.458,-0.04,0.515,0.473
label104,0.36,0.36,0.36,0.36,0.36,-0.28,0.317,0.418
label105,0.44,0.44,0.44,0.44,0.44,-0.12,0.44,0.439
label106,0.46,0.458,0.44,0.48,0.449,-0.08,0.514,0.487
label107,0.44,0.44,0.44,0.44,0.44,-0.12,0.483,0.517
label108,0.32,0.304,0.28,0.36,0.292,-0.361,0.288,0.384
label109,0.54,0.545,0.48,0.6,0.511,0.081,0.547,0.506
label110,0.54,0.536,0.6,0.48,0.566,0.081,0.552,0.501
label111,0.66,0.633,0.76,0.56,0.691,0.327,0.71,0.77
label112,0.4,0.4,0.4,0.4,0.4,-0.2,0.342,0.396
label113,0.54,0.538,0.56,0.52,0.549,0.08,0.507,0.463
label114,0.6,0.586,0.68,0.52,0.63,0.203,0.555,0.523
label115,0.54,0.538,0.56,0.52,0.549,0.08,0.469,0.448
label116,0.5,0.5,0.4,0.6,0.444,0,0.456,0.456
label117,0.48,0.476,0.4,0.56,0.435,-0.041,0.389,0.413
label118,0.4,0.414,0.48,0.32,0.444,-0.203,0.41,0.437
label119,0.6,0.6,0.6,0.6,0.6,0.2,0.592,0.526
label120,0.52,0.52,0.52,0.52,0.52,0.04,0.534,0.524
label121,0.56,0.56,0.56,0.56,0.56,0.12,0.515,0.465
label122,0.48,0.478,0.44,0.52,0.458,-0.04,0.475,0.462
label123,0.4,0.4,0.4,0.4,0.4,-0.2,0.376,0.435
label124,0.52,0.517,0.6,0.44,0.556,0.041,0.51,0.497
label125,0.42,0.423,0.44,0.4,0.431,-0.16,0.397,0.425
label126,0.46,0.458,0.44,0.48,0.449,-0.08,0.392,0.502
label127,0.52,0.522,0.48,0.56,0.5,0.04,0.536,0.588
label128,0.44,0.455,0.6,0.28,0.517,-0.127,0.49,0.503
label129,0.44,0.444,0.48,0.4,0.462,-0.12,0.459,0.449
label130,0.5,0.5,0.48,0.52,0.49,0,0.522,0.504
label131,0.36,0.36,0.36,0.36,0.36,-0.28,0.278,0.368
label132,0.38,0.375,0.36,0.4,0.367,-0.24,0.352,0.394
label133,0.52,0.517,0.6,0.44,0.556,0.041,0.509,0.618
label134,0.54,0.538,0.56,0.52,0.549,0.08,0.507,0.462
label135,0.4,0.391,0.36,0.44,0.375,-0.201,0.411,0.455
label136,0.58,0.577,0.6,0.56,0.588,0.16,0.618,0.593
label137,0.44,0.444,0.48,0.4,0.462,-0.12,0.357,0.394
label138,0.36,0.36,0.36,0.36,0.36,-0.28,0.392,0.416
label139,0.46,0.464,0.52,0.4,0.491,-0.081,0.405,0.486
label140,0.44,0.444,0.48,0.4,0.462,-0.12,0.485,0.47
label141,0.44,0.44,0.44,0.44,0.44,-0.12,0.39,0.418
label142,0.54,0.533,0.64,0.44,0.582,0.082,0.464,0.445
label143,0.46,0.464,0.52,0.4,0.491,-0.081,0.453,0.438
label144,0.34,0.367,0.44,0.24,0.4,-0.327,0.232,0.352
label145,0.5,0.5,0.52,0.48,0.51,0,0.454,0.505
label146,0.44,0.44,0.44,0.44,0.44,-0.12,0.41,0.419
label147,0.54,0.536,0.6,0.48,0.566,0.081,0.55,0.522
label148,0.42,0.429,0.48,0.36,0.453,-0.161,0.416,0.434
label149,0.6,0.6,0.6,0.6,0.6,0.2,0.581,0.553
label150,0.38,0.375,0.36,0.4,0.367,-0.24,0.312,0.382
label151,0.42,0.409,0.36,0.48,0.383,-0.161,0.37,0.451
label152,0.28,0.296,0.32,0.24,0.308,-0.441,0.21,0.388
label153,0.32,0.304,0.28,0.36,0.292,-0.361,0.2,0.344
label154,0.54,0.556,0.4,0.68,0.465,0.083,0.584,0.53
label155,0.42,0.423,0.44,0.4,0.431,-0.16,0.347,0.407
label156,0.42,0.409,0.36,0.48,0.383,-0.161,0.408,0.416
label157,0.5,0.5,0.52,0.48,0.51,0,0.501,0.491
label158,0.44,0.429,0.36,0.52,0.391,-0.122,0.378,0.428
label159,0.44,0.429,0.36,0.52,0.391,-0.122,0.395,0.417
label160,0.42,0.4,0.32,0.52,0.356,-0.163,0.405,0.413
label161,0.38,0.385,0.4,0.36,0.392,-0.24,0.354,0.422
label162,0.42,0.429,0.48,0.36,0.453,-0.161,0.43,0.433
label163,0.42,0.417,0.4,0.44,0.408,-0.16,0.39,0.432
label164,0.52,0.526,0.4,0.64,0.455,0.041,0.51,0.505
label165,0.42,0.429,0.48,0.36,0.453,-0.161,0.363,0.406
label166,0.6,0.586,0.68,0.52,0.63,0.203,0.546,0.5
label167,0.58,0.591,0.52,0.64,0.553,0.161,0.538,0.623
label168,0.5,0.5,0.56,0.44,0.528,0,0.464,0.438
label169,0.6,0.586,0.68,0.52,0.63,0.203,0.554,0.559
label170,0.48,0.481,0.52,0.44,0.5,-0.04,0.47,0.497
label171,0.32,0.333,0.36,0.28,0.346,-0.361,0.254,0.359
label172,0.54,0.542,0.52,0.56,0.531,0.08,0.602,0.589
label173,0.44,0.44,0.44,0.44,0.44,-0.12,0.454,0.481
label174,0.66,0.654,0.68,0.64,0.667,0.32,0.674,0.716
label175,0.46,0.458,0.44,0.48,0.449,-0.08,0.49,0.486
label176,0.52,0.516,0.64,0.4,0.571,0.041,0.494,0.462
label177,0.54,0.536,0.6,0.48,0.566,0.081,0.566,0.564
label178,0.52,0.522,0.48,0.56,0.5,0.04,0.568,0.547
label179,0.44,0.444,0.48,0.4,0.462,-0.12,0.514,0.617
label180,0.48,0.48,0.48,0.48,0.48,-0.04,0.4,0.42
label181,0.4,0.4,0.4,0.4,0.4,-0.2,0.442,0.485
label182,0.42,0.429,0.48,0.36,0.453,-0.161,0.426,0.556
label183,0.54,0.542,0.52,0.56,0.531,0.08,0.509,0.473
label184,0.4,0.381,0.32,0.48,0.348,-0.203,0.453,0.54
label185,0.56,0.556,0.6,0.52,0.577,0.12,0.592,0.599
label186,0.48,0.483,0.56,0.4,0.519,-0.041,0.419,0.423
label187,0.24,0.259,0.28,0.2,0.269,-0.522,0.174,0.338
label188,0.32,0.333,0.36,0.28,0.346,-0.361,0.266,0.365
label189,0.46,0.462,0.48,0.44,0.471,-0.08,0.43,0.493
label190,0.54,0.538,0.56,0.52,0.549,0.08,0.666,0.603
label191,0.54,0.556,0.4,0.68,0.465,0.083,0.525,0.487
label192,0.6,0.6,0.6,0.6,0.6,0.2,0.51,0.485
label193,0.56,0.56,0.56,0.56,0.56,0.12,0.522,0.48
label194,0.6,0.593,0.64,0.56,0.615,0.201,0.55,0.504
label195,0.5,0.5,0.44,0.56,0.468,0,0.501,0.461
label196,0.44,0.429,0.36,0.52,0.391,-0.122,0.493,0.449
label197,0.52,0.519,0.56,0.48,0.538,0.04,0.442,0.438
label198,0.52,0.52,0.52,0.52,0.52,0.04,0.504,0.47
label199,0.48,0.48,0.48,0.48,0.48,-0.04,0.475,0.458
label200,0.46,0.464,0.52,0.4,0.491,-0.081,0.397,0.471
label201,0.42,0.417,0.4,0.44,0.408,-0.16,0.421,0.447
label202,0.38,0.385,0.4,0.36,0.392,-0.24,0.326,0.382
label203,0.56,0.556,0.6,0.52,0.577,0.12,0.533,0.498
label204,0.46,0.462,0.48,0.44,0.471,-0.08,0.395,0.41
label205,0.54,0.533,0.64,0.44,0.582,0.082,0.446,0.439
label206,0.52,0.517,0.6,0.44,0.556,0.041,0.568,0.559
label207,0.56,0.556,0.6,0.52,0.577,0.12,0.538,0.496
label208,0.56,0.548,0.68,0.44,0.607,0.124,0.523,0.542
label209,0.48,0.483,0.56,0.4,0.519,-0.041,0.443,0.488
label210,0.32,0.304,0.28,0.36,0.292,-0.361,0.344,0.43
label211,0.5,0.5,0.6,0.4,0.545,0,0.45,0.437
label212,0.54,0.538,0.56,0.52,0.549,0.08,0.592,0.515
label213,0.38,0.4,0.48,0.28,0.436,-0.245,0.35,0.397
label214,0.6,0.593,0.64,0.56,0.615,0.201,0.586,0.547
label215,0.46,0.462,0.48,0.44,0.471,-0.08,0.432,0.484
label216,0.58,0.567,0.68,0.48,0.618,0.163,0.608,0.559
label217,0.24,0.259,0.28,0.2,0.269,-0.522,0.203,0.366
label218,0.62,0.615,0.64,0.6,0.627,0.24,0.594,0.546
label219,0.6,0.609,0.56,0.64,0.583,0.201,0.608,0.571
label220,0.48,0.481,0.52,0.44,0.5,-0.04,0.47,0.482
label221,0.5,0.5,0.48,0.52,0.49,0,0.462,0.493
label222,0.5,0.5,0.56,0.44,0.528,0,0.523,0.566
label223,0.38,0.385,0.4,0.36,0.392,-0.24,0.362,0.411
label224,0.46,0.458,0.44,0.48,0.449,-0.08,0.402,0.444
label225,0.28,0.28,0.28,0.28,0.28,-0.44,0.23,0.352
label226,0.58,0.583,0.56,0.6,0.571,0.16,0.573,0.535
label227,0.38,0.385,0.4,0.36,0.392,-0.24,0.405,0.491
label228,0.32,0.355,0.44,0.2,0.393,-0.371,0.269,0.385
label229,0.56,0.56,0.56,0.56,0.56,0.12,0.517,0.565
