label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label572,0.54,0.536,0.6,0.48,0.566,0.081,0.593,0.671
label573,0.52,0.524,0.44,0.6,0.478,0.041,0.493,0.581
label574,0.52,0.524,0.44,0.6,0.478,0.041,0.533,0.585
label575,0.42,0.4,0.32,0.52,0.356,-0.163,0.469,0.471
label576,0.62,0.607,0.68,0.56,0.642,0.242,0.635,0.653
label577,0.62,0.65,0.52,0.72,0.578,0.245,0.621,0.686
label578,0.52,0.519,0.56,0.48,0.538,0.04,0.514,0.598
label579,0.5,0.5,0.56,0.44,0.528,0,0.421,0.584
label580,0.48,0.474,0.36,0.6,0.409,-0.041,0.501,0.55
label581,0.52,0.519,0.56,0.48,0.538,0.04,0.546,0.615
label582,0.5,0.5,0.52,0.48,0.51,0,0.517,0.591
label583,0.52,0.522,0.48,0.56,0.5,0.04,0.473,0.591
label584,0.42,0.4,0.32,0.52,0.356,-0.163,0.488,0.545
label585,0.46,0.462,0.48,0.44,0.471,-0.08,0.354,0.48
label586,0.34,0.318,0.28,0.4,0.298,-0.322,0.28,0.438
label587,0.52,0.519,0.56,0.48,0.538,0.04,0.508,0.603
label588,0.44,0.44,0.44,0.44,0.44,-0.12,0.459,0.585
label589,0.62,0.607,0.68,0.56,0.642,0.242,0.65,0.729
label590,0.5,0.5,0.44,0.56,0.468,0,0.462,0.477
label591,0.38,0.375,0.36,0.4,0.367,-0.24,0.387,0.5
label592,0.56,0.565,0.52,0.6,0.542,0.12,0.582,0.664
label593,0.54,0.536,0.6,0.48,0.566,0.081,0.517,0.608
label594,0.58,0.625,0.4,0.76,0.488,0.171,0.512,0.598
label595,0.5,0.5,0.48,0.52,0.49,0,0.431,0.504
label596,0.3,0.273,0.24,0.36,0.255,-0.403,0.323,0.481
label597,0.56,0.556,0.6,0.52,0.577,0.12,0.558,0.642
label598,0.4,0.381,0.32,0.48,0.348,-0.203,0.294,0.473
label599,0.32,0.304,0.28,0.36,0.292,-0.361,0.297,0.454
label600,0.48,0.484,0.6,0.36,0.536,-0.041,0.459,0.586
label601,0.5,0.5,0.4,0.6,0.444,0,0.603,0.626
label602,0.56,0.565,0.52,0.6,0.542,0.12,0.603,0.631
label603,0.56,0.556,0.6,0.52,0.577,0.12,0.554,0.56
label604,0.68,0.714,0.6,0.76,0.652,0.365,0.638,0.759
label605,0.36,0.348,0.32,0.4,0.333,-0.281,0.339,0.438
label606,0.6,0.632,0.48,0.72,0.545,0.206,0.533,0.56
label607,0.44,0.429,0.36,0.52,0.391,-0.122,0.473,0.524
label608,0.5,0.5,0.48,0.52,0.49,0,0.485,0.603
label609,0.56,0.56,0.56,0.56,0.56,0.12,0.581,0.653
label610,0.54,0.533,0.64,0.44,0.582,0.082,0.515,0.579
label611,0.4,0.368,0.28,0.52,0.318,-0.206,0.464,0.539
label612,0.58,0.577,0.6,0.56,0.588,0.16,0.614,0.675
label613,0.5,0.5,0.52,0.48,0.51,0,0.501,0.52
label614,0.52,0.524,0.44,0.6,0.478,0.041,0.599,0.608
label615,0.4,0.381,0.32,0.48,0.348,-0.203,0.383,0.485
label616,0.5,0.5,0.4,0.6,0.444,0,0.584,0.632
label617,0.64,0.652,0.6,0.68,0.625,0.281,0.654,0.683
label618,0.6,0.593,0.64,0.56,0.615,0.201,0.59,0.641
label619,0.42,0.429,0.48,0.36,0.453,-0.161,0.386,0.504
label620,0.48,0.478,0.44,0.52,0.458,-0.04,0.482,0.549
label621,0.5,0.5,0.48,0.52,0.49,0,0.445,0.528
label622,0.42,0.429,0.48,0.36,0.453,-0.161,0.451,0.574
label623,0.52,0.519,0.56,0.48,0.538,0.04,0.526,0.564
label624,0.44,0.444,0.48,0.4,0.462,-0.12,0.458,0.57
label625,0.46,0.45,0.36,0.56,0.4,-0.082,0.474,0.535
label626,0.5,0.5,0.36,0.64,0.419,0,0.502,0.567
label627,0.44,0.448,0.52,0.36,0.481,-0.122,0.386,0.47
label628,0.46,0.464,0.52,0.4,0.491,-0.081,0.446,0.55
label629,0.42,0.433,0.52,0.32,0.473,-0.163,0.382,0.512
label630,0.38,0.385,0.4,0.36,0.392,-0.24,0.43,0.507
label631,0.38,0.364,0.32,0.44,0.34,-0.242,0.378,0.498
label632,0.48,0.48,0.48,0.48,0.48,-0.04,0.488,0.499
label633,0.52,0.519,0.56,0.48,0.538,0.04,0.433,0.52
label634,0.52,0.522,0.48,0.56,0.5,0.04,0.494,0.548
label635,0.44,0.429,0.36,0.52,0.391,-0.122,0.482,0.531
label636,0.5,0.5,0.44,0.56,0.468,0,0.494,0.573
label637,0.52,0.52,0.52,0.52,0.52,0.04,0.53,0.614
label638,0.5,0.5,0.36,0.64,0.419,0,0.422,0.517
label639,0.6,0.593,0.64,0.56,0.615,0.201,0.578,0.652
label640,0.62,0.636,0.56,0.68,0.596,0.242,0.688,0.713
label641,0.52,0.526,0.4,0.64,0.455,0.041,0.578,0.611
label642,0.54,0.55,0.44,0.64,0.489,0.082,0.598,0.645
label643,0.4,0.407,0.44,0.36,0.423,-0.201,0.398,0.516
label644,0.48,0.476,0.4,0.56,0.435,-0.041,0.528,0.56
label645,0.54,0.542,0.52,0.56,0.531,0.08,0.577,0.582
label646,0.38,0.364,0.32,0.44,0.34,-0.242,0.35,0.508
label647,0.48,0.48,0.48,0.48,0.48,-0.04,0.488,0.555
label648,0.4,0.407,0.44,0.36,0.423,-0.201,0.37,0.479
label649,0.32,0.32,0.32,0.32,0.32,-0.36,0.381,0.497
label650,0.46,0.455,0.4,0.52,0.426,-0.081,0.499,0.566
label651,0.62,0.625,0.6,0.64,0.612,0.24,0.637,0.715
label652,0.38,0.375,0.36,0.4,0.367,-0.24,0.342,0.485
label653,0.56,0.552,0.64,0.48,0.593,0.122,0.564,0.634
label654,0.46,0.458,0.44,0.48,0.449,-0.08,0.49,0.564
label655,0.48,0.476,0.4,0.56,0.435,-0.041,0.477,0.56
label656,0.5,0.5,0.6,0.4,0.545,0,0.534,0.625
label657,0.28,0.238,0.2,0.36,0.217,-0.446,0.217,0.365
label658,0.5,0.5,0.44,0.56,0.468,0,0.512,0.592
label659,0.58,0.559,0.76,0.4,0.644,0.171,0.518,0.641
label660,0.46,0.45,0.36,0.56,0.4,-0.082,0.419,0.514
label661,0.54,0.538,0.56,0.52,0.549,0.08,0.587,0.652
label662,0.58,0.583,0.56,0.6,0.571,0.16,0.565,0.613
label663,0.44,0.435,0.4,0.48,0.417,-0.12,0.465,0.568
label664,0.54,0.55,0.44,0.64,0.489,0.082,0.461,0.549
label665,0.34,0.3,0.24,0.44,0.267,-0.327,0.481,0.519
label666,0.38,0.364,0.32,0.44,0.34,-0.242,0.361,0.456
label667,0.56,0.579,0.44,0.68,0.5,0.124,0.581,0.635
label668,0.46,0.464,0.52,0.4,0.491,-0.081,0.509,0.627
label669,0.6,0.609,0.56,0.64,0.583,0.201,0.63,0.686
label670,0.56,0.56,0.56,0.56,0.56,0.12,0.558,0.588
label671,0.46,0.458,0.44,0.48,0.449,-0.08,0.466,0.531
label672,0.5,0.5,0.44,0.56,0.468,0,0.557,0.602
label673,0.52,0.529,0.36,0.68,0.429,0.042,0.454,0.552
label674,0.52,0.526,0.4,0.64,0.455,0.041,0.438,0.538
label675,0.42,0.417,0.4,0.44,0.408,-0.16,0.384,0.523
label676,0.48,0.48,0.48,0.48,0.48,-0.04,0.43,0.532
label677,0.5,0.5,0.4,0.6,0.444,0,0.475,0.576
label678,0.32,0.304,0.28,0.36,0.292,-0.361,0.347,0.488
label679,0.38,0.364,0.32,0.44,0.34,-0.242,0.425,0.526
label680,0.46,0.45,0.36,0.56,0.4,-0.082,0.475,0.509
label681,0.34,0.357,0.4,0.28,0.377,-0.322,0.299,0.439
label682,0.42,0.429,0.48,0.36,0.453,-0.161,0.424,0.543
label683,0.34,0.333,0.32,0.36,0.327,-0.32,0.32,0.43
label684,0.58,0.571,0.64,0.52,0.604,0.161,0.592,0.664
label685,0.46,0.464,0.52,0.4,0.491,-0.081,0.438,0.537
label686,0.4,0.4,0.4,0.4,0.4,-0.2,0.374,0.501
label687,0.4,0.391,0.36,0.44,0.375,-0.201,0.414,0.495
label688,0.42,0.423,0.44,0.4,0.431,-0.16,0.443,0.574
label689,0.5,0.5,0.52,0.48,0.51,0,0.473,0.599
label690,0.5,0.5,0.44,0.56,0.468,0,0.547,0.562
label691,0.5,0.5,0.44,0.56,0.468,0,0.582,0.61
label692,0.6,0.581,0.72,0.48,0.643,0.206,0.622,0.683
label693,0.44,0.44,0.44,0.44,0.44,-0.12,0.432,0.517
label694,0.58,0.571,0.64,0.52,0.604,0.161,0.589,0.653
label695,0.4,0.381,0.32,0.48,0.348,-0.203,0.384,0.507
label696,0.56,0.579,0.44,0.68,0.5,0.124,0.673,0.704
label697,0.56,0.588,0.4,0.72,0.476,0.127,0.426,0.568
label698,0.44,0.435,0.4,0.48,0.417,-0.12,0.439,0.521
label699,0.64,0.667,0.56,0.72,0.609,0.284,0.558,0.618
label700,0.42,0.429,0.48,0.36,0.453,-0.161,0.371,0.495
label701,0.52,0.52,0.52,0.52,0.52,0.04,0.511,0.6
label702,0.52,0.519,0.56,0.48,0.538,0.04,0.563,0.641
label703,0.46,0.467,0.56,0.36,0.509,-0.082,0.523,0.619
label704,0.5,0.5,0.48,0.52,0.49,0,0.541,0.597
label705,0.4,0.407,0.44,0.36,0.423,-0.201,0.309,0.446
label706,0.56,0.548,0.68,0.44,0.607,0.124,0.565,0.603
label707,0.54,0.536,0.6,0.48,0.566,0.081,0.555,0.608
label708,0.52,0.52,0.52,0.52,0.52,0.04,0.525,0.616
label709,0.58,0.591,0.52,0.64,0.553,0.161,0.595,0.652
label710,0.58,0.583,0.56,0.6,0.571,0.16,0.592,0.647
label711,0.48,0.478,0.44,0.52,0.458,-0.04,0.422,0.519
label712,0.64,0.64,0.64,0.64,0.64,0.28,0.653,0.667
label713,0.4,0.381,0.32,0.48,0.348,-0.203,0.44,0.519
label714,0.56,0.552,0.64,0.48,0.593,0.122,0.595,0.662
label715,0.42,0.409,0.36,0.48,0.383,-0.161,0.39,0.441
label716,0.6,0.593,0.64,0.56,0.615,0.201,0.586,0.651
label717,0.46,0.464,0.52,0.4,0.491,-0.081,0.453,0.529
label718,0.58,0.591,0.52,0.64,0.553,0.161,0.589,0.614
label719,0.54,0.545,0.48,0.6,0.511,0.081,0.595,0.65
label720,0.62,0.615,0.64,0.6,0.627,0.24,0.615,0.653
label721,0.5,0.5,0.4,0.6,0.444,0,0.493,0.577
label722,0.42,0.409,0.36,0.48,0.383,-0.161,0.429,0.556
label723,0.58,0.591,0.52,0.64,0.553,0.161,0.562,0.609
label724,0.44,0.435,0.4,0.48,0.417,-0.12,0.415,0.527
label725,0.46,0.462,0.48,0.44,0.471,-0.08,0.394,0.504
label726,0.46,0.458,0.44,0.48,0.449,-0.08,0.395,0.477
label727,0.36,0.348,0.32,0.4,0.333,-0.281,0.332,0.498
label728,0.5,0.5,0.44,0.56,0.468,0,0.534,0.547
label729,0.38,0.385,0.4,0.36,0.392,-0.24,0.379,0.511
label730,0.44,0.435,0.4,0.48,0.417,-0.12,0.517,0.57
label731,0.62,0.625,0.6,0.64,0.612,0.24,0.632,0.679
label732,0.4,0.391,0.36,0.44,0.375,-0.201,0.438,0.508
label733,0.38,0.35,0.28,0.48,0.311,-0.245,0.386,0.491
label734,0.52,0.519,0.56,0.48,0.538,0.04,0.564,0.662
label735,0.6,0.6,0.6,0.6,0.6,0.2,0.666,0.698
label736,0.54,0.538,0.56,0.52,0.549,0.08,0.559,0.598
label737,0.48,0.467,0.28,0.68,0.35,-0.044,0.31,0.405
label738,0.36,0.36,0.36,0.36,0.36,-0.28,0.404,0.489
label739,0.6,0.581,0.72,0.48,0.643,0.206,0.641,0.695
label740,0.52,0.52,0.52,0.52,0.52,0.04,0.525,0.559
label741,0.36,0.36,0.36,0.36,0.36,-0.28,0.378,0.497
label742,0.44,0.435,0.4,0.48,0.417,-0.12,0.451,0.515
label743,0.24,0.19,0.16,0.32,0.174,-0.527,0.294,0.439
label744,0.48,0.476,0.4,0.56,0.435,-0.041,0.42,0.561
label745,0.54,0.562,0.36,0.72,0.439,0.086,0.434,0.496
label746,0.58,0.577,0.6,0.56,0.588,0.16,0.667,0.687
label747,0.44,0.435,0.4,0.48,0.417,-0.12,0.447,0.558
label748,0.52,0.524,0.44,0.6,0.478,0.041,0.47,0.557
label749,0.52,0.52,0.52,0.52,0.52,0.04,0.557,0.633
label750,0.46,0.455,0.4,0.52,0.426,-0.081,0.391,0.494
label751,0.54,0.536,0.6,0.48,0.566,0.081,0.557,0.606
label752,0.42,0.433,0.52,0.32,0.473,-0.163,0.438,0.56
label753,0.38,0.393,0.44,0.32,0.415,-0.242,0.285,0.402
label754,0.48,0.481,0.52,0.44,0.5,-0.04,0.434,0.561
label755,0.5,0.5,0.6,0.4,0.545,0,0.598,0.64
label756,0.6,0.6,0.6,0.6,0.6,0.2,0.576,0.631
label757,0.52,0.524,0.44,0.6,0.478,0.041,0.472,0.548
label758,0.42,0.423,0.44,0.4,0.431,-0.16,0.451,0.585
label759,0.48,0.476,0.4,0.56,0.435,-0.041,0.493,0.515
label760,0.42,0.423,0.44,0.4,0.431,-0.16,0.386,0.487
label761,0.56,0.571,0.48,0.64,0.522,0.122,0.604,0.633
label762,0.42,0.409,0.36,0.48,0.383,-0.161,0.343,0.442
label763,0.6,0.632,0.48,0.72,0.545,0.206,0.654,0.699
label764,0.56,0.56,0.56,0.56,0.56,0.12,0.522,0.579
label765,0.54,0.533,0.64,0.44,0.582,0.082,0.574,0.648
label766,0.62,0.6,0.72,0.52,0.655,0.245,0.566,0.577
label767,0.46,0.438,0.28,0.64,0.341,-0.086,0.49,0.52
label768,0.52,0.522,0.48,0.56,0.5,0.04,0.564,0.595
label769,0.7,0.708,0.68,0.72,0.694,0.4,0.74,0.766
label770,0.54,0.538,0.56,0.52,0.549,0.08,0.539,0.624
label771,0.5,0.5,0.56,0.44,0.528,0,0.464,0.549
label772,0.62,0.636,0.56,0.68,0.596,0.242,0.522,0.647
label773,0.52,0.52,0.52,0.52,0.52,0.04,0.502,0.626
label774,0.54,0.538,0.56,0.52,0.549,0.08,0.537,0.629
label775,0.5,0.5,0.48,0.52,0.49,0,0.467,0.588
label776,0.44,0.44,0.44,0.44,0.44,-0.12,0.419,0.529
label777,0.42,0.409,0.36,0.48,0.383,-0.161,0.386,0.487
label778,0.54,0.545,0.48,0.6,0.511,0.081,0.666,0.666
label779,0.36,0.379,0.44,0.28,0.407,-0.284,0.432,0.548
label780,0.52,0.52,0.52,0.52,0.52,0.04,0.605,0.646
label781,0.64,0.64,0.64,0.64,0.64,0.28,0.581,0.654
label782,0.6,0.6,0.6,0.6,0.6,0.2,0.603,0.675
label783,0.56,0.556,0.6,0.52,0.577,0.12,0.65,0.703
label784,0.5,0.5,0.44,0.56,0.468,0,0.467,0.585
label785,0.42,0.417,0.4,0.44,0.408,-0.16,0.53,0.581
label786,0.52,0.524,0.44,0.6,0.478,0.041,0.581,0.603
label787,0.54,0.55,0.44,0.64,0.489,0.082,0.498,0.617
label788,0.38,0.375,0.36,0.4,0.367,-0.24,0.358,0.476
label789,0.46,0.444,0.32,0.6,0.372,-0.083,0.344,0.476
label790,0.32,0.333,0.36,0.28,0.346,-0.361,0.29,0.423
label791,0.54,0.536,0.6,0.48,0.566,0.081,0.547,0.622
label792,0.24,0.276,0.32,0.16,0.296,-0.527,0.235,0.452
label793,0.44,0.429,0.36,0.52,0.391,-0.122,0.405,0.559
label794,0.5,0.5,0.36,0.64,0.419,0,0.532,0.559
